Habit,Date,Value,Unit,Memo,Tag
Make flashcards,2021-01-11,34.28,min,,
Make flashcards,2021-01-12,40,min,,
Make flashcards,2021-01-13,45,min,,
Make flashcards,2021-01-14,45,min,,
Make flashcards,2021-01-15,45,min,,
Make flashcards,2021-01-16,50,min,,
Make flashcards,2021-01-17,45,min,,
Make flashcards,2021-01-18,34,min,,
Make flashcards,2021-01-19,50,min,,
Make flashcards,2021-01-20,40,min,,
Make flashcards,2021-01-21,45,min,,
Make flashcards,2021-01-22,60,min,,
Make flashcards,2021-01-23,45,min,,
Make flashcards,2021-01-24,30,min,,
Make flashcards,2021-01-25,40,min,,
Make flashcards,2021-01-26,45,min,,
Make flashcards,2021-01-27,45,min,,
Make flashcards,2021-01-28,45,min,,
Make flashcards,2021-01-30,35,min,,
Make flashcards,2021-01-31,15,min,,
Make flashcards,2021-03-14,90,min,,
Make flashcards,2021-03-16,120,min,,
Make flashcards,2021-03-18,15,min,,
Make flashcards,2021-03-21,120,min,,
Make flashcards,2021-03-22,120,min,,
Make flashcards,2021-03-23,40,min,,
Make flashcards,2021-03-25,30,min,,
Make flashcards,2021-03-28,15,min,,
Make flashcards,2021-04-04,45,min,,
Make flashcards,2021-04-05,40,min,,
Make flashcards,2021-04-12,12,min,,
Make flashcards,2021-04-12,120,min,,
Make flashcards,2021-04-14,45,min,,
Make flashcards,2021-04-16,30,min,,
Make flashcards,2021-04-17,40,min,,
Make flashcards,2021-04-18,40,min,,
Make flashcards,2021-04-20,120,min,,
Make flashcards,2021-04-22,60,min,,
Make flashcards,2021-04-23,45,min,,
Make flashcards,2021-04-25,40,min,,
Make flashcards,2021-04-27,35,min,,
Make flashcards,2021-04-27,40,min,,
Make flashcards,2021-04-28,40,min,,
Make flashcards,2021-04-30,40,min,,
Make flashcards,2021-05-02,30,min,,
Make flashcards,2021-05-04,30,min,,
Make flashcards,2021-05-05,30,min,,
Make flashcards,2021-05-06,26,min,,
Make flashcards,2021-05-07,20,min,,
Make flashcards,2021-05-10,25,min,,
Make flashcards,2021-05-11,30,min,,
Make flashcards,2021-05-13,40,min,,
Make flashcards,2021-05-17,10,min,,
Make flashcards,2021-05-18,10,min,,
Make flashcards,2021-05-20,10,min,,
Make flashcards,2021-05-22,20,min,,
Make flashcards,2021-05-23,30,min,,
Make flashcards,2021-05-25,24,min,,
Make flashcards,2021-05-26,12,min,,
Make flashcards,2021-05-26,8,min,,
Make flashcards,2021-05-28,15,min,,
Make flashcards,2021-05-28,5,min,,
Make flashcards,2021-05-30,11,min,,
Make flashcards,2021-06-01,15,min,,
Make flashcards,2021-06-02,12,min,,
Make flashcards,2021-06-03,45,min,,
Make flashcards,2021-06-06,60,min,,
Make flashcards,2021-06-07,50,min,,
Make flashcards,2021-06-08,58,min,,
Make flashcards,2021-06-09,20,min,,
Make flashcards,2021-06-21,30,min,,
Make flashcards,2021-06-25,5,min,,
Make flashcards,2021-06-26,30,min,,
Make flashcards,2021-06-27,30,min,,
Make flashcards,2021-06-28,20,min,,
Make flashcards,2021-06-29,18,min,,
Make flashcards,2021-07-02,45,min,,
Make flashcards,2021-07-05,30,min,,
Make flashcards,2021-07-06,50,min,,
Make flashcards,2021-07-07,30,min,,
Make flashcards,2021-07-08,10,min,,
Make flashcards,2021-07-09,30,min,,
Make flashcards,2021-07-12,20,min,,
Make flashcards,2021-07-14,15,min,,
Make flashcards,2021-07-16,20,min,,
Make flashcards,2021-07-19,20,min,,
Make flashcards,2021-08-07,10,min,,
Make flashcards,2021-08-09,35,min,,
Make flashcards,2021-08-10,35,min,,
Make flashcards,2021-08-18,0,min,,
Make flashcards,2021-08-21,30,min,,
Make flashcards,2021-08-28,35.55,min,,
Make flashcards,2021-08-29,43.33,min,,
Make flashcards,2021-08-30,35,min,,
Make flashcards,2021-08-31,35,min,,
Make flashcards,2021-09-01,35,min,,
Make flashcards,2021-09-02,32,min,,
Make flashcards,2021-09-05,30,min,,
Make flashcards,2021-09-07,25,min,,
Make flashcards,2021-09-08,20,min,,
Make flashcards,2021-09-13,25,min,,
Make flashcards,2021-09-14,30,min,,
Make flashcards,2021-09-15,30,min,,
Make flashcards,2021-09-23,8,min,,
Make flashcards,2021-09-26,25,min,,
Make flashcards,2021-09-28,30,min,,
Make flashcards,2021-10-06,30,min,,
Make flashcards,2021-10-11,30,min,,
Make flashcards,2021-10-13,60,min,,
Make flashcards,2021-10-17,30,min,,
Make flashcards,2021-10-17,25,min,,
Make flashcards,2021-10-20,30,min,,
Make flashcards,2021-10-26,45,min,,
Make flashcards,2021-10-27,25,min,,
Make flashcards,2021-10-27,28,min,,
Make flashcards,2021-10-28,30,min,,
Make flashcards,2021-10-30,30,min,,
Make flashcards,2021-11-01,25,min,,
Make flashcards,2021-11-03,25,min,,
Make flashcards,2021-11-07,25,min,,
Make flashcards,2021-11-09,20,min,,
Make flashcards,2021-11-15,8,min,,
Make flashcards,2021-11-15,20,min,,
Make flashcards,2021-11-18,25,min,,
Make flashcards,2021-11-19,20,min,,
Make flashcards,2021-11-24,5,min,,
Make flashcards,2021-11-25,25,min,,
Make flashcards,2021-11-27,30,min,,
Make flashcards,2021-12-05,25,min,,
Make flashcards,2021-12-06,25,min,,
Make flashcards,2021-12-09,25,min,,
Make flashcards,2021-12-12,20,min,,
Make flashcards,2021-12-13,30,min,,
Make flashcards,2021-12-16,15,min,,
Make flashcards,2021-12-24,30,min,,
Make flashcards,2022-01-05,30,min,,
Make flashcards,2022-01-07,25,min,,
Make flashcards,2022-01-08,25,min,,
Make flashcards,2022-01-10,15,min,,
Make flashcards,2022-01-11,15,min,,
Make flashcards,2022-01-14,40,min,,
Make flashcards,2022-01-18,20,min,,
Make flashcards,2022-01-19,15,min,,
Make flashcards,2022-01-22,15,min,,
Make flashcards,2022-01-23,30,min,,
Make flashcards,2022-01-24,15,min,,
Make flashcards,2022-01-25,50,min,,
Make flashcards,2022-01-27,40,min,,
Make flashcards,2022-01-31,30,min,,
Make flashcards,2022-02-01,12,min,,
Make flashcards,2022-02-02,15,min,,
Make flashcards,2022-02-06,12,min,,
Make flashcards,2022-02-07,25,min,,
Make flashcards,2022-02-08,20,min,,
Make flashcards,2022-02-11,24,min,,
Make flashcards,2022-02-14,20,min,,
Make flashcards,2022-02-16,15,min,,
Make flashcards,2022-02-18,12,min,,
Make flashcards,2022-02-19,20,min,,
Make flashcards,2022-02-21,30,min,,
Make flashcards,2022-02-23,5,min,,
Make flashcards,2022-02-25,15,min,,
Make flashcards,2022-02-28,25,min,,
Make flashcards,2022-03-02,25,min,,
Make flashcards,2022-03-03,20,min,,
Make flashcards,2022-03-05,15,min,,
Make flashcards,2022-03-06,10,min,,
Make flashcards,2022-03-08,25,min,,
Make flashcards,2022-03-13,30,min,,
Make flashcards,2022-03-14,20,min,,
Make flashcards,2022-03-15,25,min,,
Make flashcards,2022-03-16,18,min,,
Make flashcards,2022-03-19,30,min,,
Make flashcards,2022-03-20,20,min,,
Make flashcards,2022-03-22,20,min,,
Make flashcards,2022-03-23,25,min,,
Make flashcards,2022-03-24,25,min,,
Make flashcards,2022-03-25,12,min,,
Make flashcards,2022-03-27,25,min,,
Make flashcards,2022-03-28,18,min,,
Make flashcards,2022-03-30,20,min,,
Make flashcards,2022-04-03,25,min,,
Make flashcards,2022-04-04,30,min,,
Make flashcards,2022-04-05,20,min,,
Make flashcards,2022-04-06,20,min,,
Make flashcards,2022-04-08,20,min,,
Make flashcards,2022-04-09,25,min,,
Make flashcards,2022-04-11,20,min,,
Make flashcards,2022-04-12,20,min,,
Make flashcards,2022-04-13,20,min,,
Make flashcards,2022-04-14,30,min,,
Make flashcards,2022-04-19,18,min,,
Make flashcards,2022-04-20,30,min,,
Make flashcards,2022-04-23,20,min,,
Make flashcards,2022-04-25,25,min,,
Make flashcards,2022-04-26,25,min,,
Make flashcards,2022-04-27,25,min,,
Make flashcards,2022-04-30,25,min,,
Make flashcards,2022-05-01,45,min,,
Make flashcards,2022-05-03,25,min,,
Make flashcards,2022-05-04,25,min,,
Make flashcards,2022-05-06,30,min,,
Make flashcards,2022-05-10,30,min,,
Make flashcards,2022-05-11,50,min,,
Make flashcards,2022-05-13,25,min,,
Make flashcards,2022-05-14,25,min,,
Make flashcards,2022-05-15,25,min,,
Make flashcards,2022-05-16,20,min,,
Make flashcards,2022-05-17,20,min,,
Make flashcards,2022-05-18,20,min,,
Make flashcards,2022-05-19,20,min,,
Make flashcards,2022-05-20,25,min,,
Make flashcards,2022-05-21,25,min,,
Make flashcards,2022-05-26,0,min,,
Make flashcards,2022-05-28,21,min,,
Make flashcards,2022-05-30,18,min,,
Make flashcards,2022-06-12,20,min,,
Make flashcards,2022-06-13,20,min,,
Make flashcards,2022-06-14,20,min,,
Make flashcards,2022-06-15,18,min,,
Make flashcards,2022-06-16,22,min,,
Make flashcards,2022-06-18,4,min,,
Make flashcards,2022-06-19,95,min,,
Make flashcards,2022-06-23,30,min,,
Make flashcards,2022-06-25,45,min,,
Make flashcards,2022-06-26,30,min,,
Make flashcards,2022-06-28,30,min,,
Make flashcards,2022-06-29,24,min,,
Make flashcards,2022-06-30,21,min,,
Make flashcards,2022-07-01,20,min,,
Make flashcards,2022-07-02,20,min,,
Make flashcards,2022-07-03,28,min,,
Make flashcards,2022-07-04,16,min,,
Make flashcards,2022-07-06,15,min,,
Make flashcards,2022-07-07,18,min,,
Make flashcards,2022-07-09,15,min,,
Make flashcards,2022-07-10,30,min,,
Make flashcards,2022-07-11,20,min,,
Make flashcards,2022-07-12,18,min,,
Make flashcards,2022-07-13,20,min,,
Make flashcards,2022-07-14,20,min,,
Make flashcards,2022-07-15,35,min,,
Make flashcards,2022-07-17,30,min,,
Make flashcards,2022-07-19,14,min,,
Make flashcards,2022-07-21,40,min,,
Make flashcards,2022-07-22,20,min,,
Make flashcards,2022-07-23,20,min,,
Make flashcards,2022-07-24,18,min,,
Make flashcards,2022-07-25,20,min,,
Make flashcards,2022-07-26,20,min,,
Make flashcards,2022-07-27,20,min,,
Make flashcards,2022-07-29,15,min,,
Make flashcards,2022-07-30,20,min,,
Make flashcards,2022-07-31,12,min,,
Make flashcards,2022-08-01,20,min,,
Make flashcards,2022-08-02,18,min,,
Make flashcards,2022-08-03,15,min,,
Make flashcards,2022-08-04,18,min,,
Make flashcards,2022-08-05,20,min,,
Make flashcards,2022-08-06,20,min,,
Make flashcards,2022-08-08,20,min,,
Make flashcards,2022-08-09,20,min,,
Make flashcards,2022-08-10,8,min,,
Make flashcards,2022-08-11,20,min,,
Make flashcards,2022-08-13,20,min,,
Make flashcards,2022-08-14,15,min,,
Make flashcards,2022-08-15,20,min,,
Make flashcards,2022-08-16,18,min,,
Make flashcards,2022-08-17,15,min,,
Make flashcards,2022-08-18,15,min,,
Make flashcards,2022-08-19,10,min,,
Make flashcards,2022-08-20,10,min,,
Make flashcards,2022-08-21,20,min,,
Make flashcards,2022-08-22,15,min,,
Make flashcards,2022-08-23,8,min,,
Make flashcards,2022-08-24,8,min,,
Make flashcards,2022-08-25,20,min,,
Make flashcards,2022-08-26,20.07,min,,
Make flashcards,2022-08-28,15,min,,
Make flashcards,2022-08-29,10,min,,
Make flashcards,2022-08-30,20,min,,
Make flashcards,2022-08-31,15,min,,
Make flashcards,2022-09-01,12,min,,
Make flashcards,2022-09-02,10,min,,
Make flashcards,2022-09-03,5,min,,
Make flashcards,2022-09-04,15,min,,
Make flashcards,2022-09-05,5,min,,
Make flashcards,2022-09-06,28,min,,
Make flashcards,2022-09-07,15,min,,
Make flashcards,2022-09-08,20,min,,
Make flashcards,2022-09-09,18,min,,
Make flashcards,2022-09-10,15,min,,
Make flashcards,2022-09-11,15,min,,
Make flashcards,2022-09-12,20,min,,
Make flashcards,2022-09-13,15,min,,
Make flashcards,2022-09-14,12,min,,
Make flashcards,2022-09-15,20,min,,
Make flashcards,2022-09-16,20,min,,
Make flashcards,2022-09-17,18,min,,
Make flashcards,2022-09-18,15,min,,
Make flashcards,2022-09-19,30,min,,
Make flashcards,2022-09-20,20,min,,
Make flashcards,2022-09-21,18,min,,
Make flashcards,2022-09-22,20,min,,
Make flashcards,2022-09-23,15,min,,
Make flashcards,2022-09-24,15,min,,
Make flashcards,2022-09-25,15,min,,
Make flashcards,2022-09-26,14,min,,
Make flashcards,2022-09-27,10,min,,
Make flashcards,2022-09-29,15,min,,
Make flashcards,2022-09-30,15,min,,
Make flashcards,2022-10-01,20,min,,
Make flashcards,2022-10-02,12,min,,
Make flashcards,2022-10-04,20,min,,
Make flashcards,2022-10-05,15,min,,
Make flashcards,2022-10-05,30,min,,
Make flashcards,2022-10-06,10,min,,
Make flashcards,2022-10-07,10,min,,
Make flashcards,2022-10-08,5,min,,
Make flashcards,2022-10-09,8,min,,
Make flashcards,2022-10-10,15,min,,
Make flashcards,2022-10-11,10,min,,
Make flashcards,2022-10-12,15,min,,
Make flashcards,2022-10-13,15,min,,
Make flashcards,2022-10-14,12,min,,
Make flashcards,2022-10-15,10,min,,
Make flashcards,2022-10-16,12,min,,
Make flashcards,2022-10-17,10,min,,
Make flashcards,2022-10-18,10,min,,
Make flashcards,2022-10-19,10,min,,
Make flashcards,2022-10-21,15,min,,
Make flashcards,2022-10-22,5,min,,
Make flashcards,2022-10-24,10,min,,
Make flashcards,2022-10-25,10,min,,
Make flashcards,2022-10-26,5,min,,
Make flashcards,2022-10-27,12,min,,
Make flashcards,2022-10-28,12,min,,
Make flashcards,2022-10-29,15,min,,
Make flashcards,2022-10-30,8,min,,
Make flashcards,2022-10-31,10,min,,
Make flashcards,2022-11-01,20,min,,
Make flashcards,2022-11-02,10,min,,
Make flashcards,2022-11-03,10,min,,
Make flashcards,2022-11-04,10,min,,
Make flashcards,2022-11-05,10,min,,
Make flashcards,2022-11-06,12,min,,
Make flashcards,2022-11-07,8,min,,
Make flashcards,2022-11-08,10,min,,
Make flashcards,2022-11-09,15,min,,
Make flashcards,2022-11-10,10,min,,
Make flashcards,2022-11-11,12,min,,
